,Location,Location_Type,State,Bedroom_Size,Price_2014__AVG,Price_2015__AVG,Price_2016__AVG,Price_2017__AVG,Price_2018__AVG,Price_2019__AVG
718,"Corona, CA",City,CA,3br,2464.25,2640.6666666666665,2775.0,2963.9166666666665,3062.5,3119.1666666666665
719,"Corona, CA",City,CA,4br,3035.75,3253.0,3418.4166666666665,3651.1666666666665,3772.5833333333335,3842.3333333333335
720,"Salinas, CA",City,CA,Studio,959.4166666666666,1122.1666666666667,1278.0833333333333,1354.8333333333333,1399.5,1418.5
721,"Salinas, CA",City,CA,1br,1143.0,1337.0,1522.5,1613.9166666666667,1667.3333333333333,1690.0
722,"Salinas, CA",City,CA,2br,1430.25,1672.75,1905.1666666666667,2019.5,2086.1666666666665,2114.8333333333335
723,"Salinas, CA",City,CA,3br,2081.75,2435.0833333333335,2773.0833333333335,2939.4166666666665,3036.5833333333335,3078.0
724,"Salinas, CA",City,CA,4br,2226.6666666666665,2604.5,2966.25,3144.1666666666665,3248.0,3292.6666666666665
725,"Pasadena, TX",City,TX,Studio,618.25,670.9166666666666,698.5833333333334,696.5,714.0833333333334,720.0
726,"Pasadena, TX",City,TX,1br,700.5833333333334,760.1666666666666,791.75,789.5833333333334,809.25,815.8333333333334
727,"Pasadena, TX",City,TX,2br,857.5833333333334,930.3333333333334,968.9166666666666,966.3333333333334,990.4166666666666,998.8333333333334
728,"Pasadena, TX",City,TX,3br,1169.0833333333333,1268.3333333333333,1321.0833333333333,1317.3333333333333,1350.1666666666667,1361.5
729,"Pasadena, TX",City,TX,4br,1485.75,1611.9166666666667,1678.8333333333333,1673.9166666666667,1715.8333333333333,1730.3333333333333
730,"Joliet, IL",City,IL,Studio,783.9166666666666,,800.1666666666666,812.3333333333334,814.0833333333334,815.0
731,"Joliet, IL",City,IL,1br,909.75,,928.4166666666666,942.75,944.9166666666666,946.0
732,"Joliet, IL",City,IL,2br,1070.0833333333333,,1092.3333333333333,1109.1666666666667,1111.3333333333333,1112.8333333333333
733,"Joliet, IL",City,IL,3br,1368.5833333333333,,1397.0833333333333,1418.5833333333333,1421.3333333333333,1423.6666666666667
734,"Joliet, IL",City,IL,4br,1628.5833333333333,,1662.3333333333333,1687.8333333333333,1691.3333333333333,1693.6666666666667
735,"Kansas City, KS",City,KS,Studio,541.9166666666666,554.25,558.8333333333334,566.25,574.1666666666666,580.1666666666666
736,"Kansas City, KS",City,KS,1br,686.0,701.5,707.6666666666666,716.6666666666666,726.75,734.6666666666666
737,"Kansas City, KS",City,KS,2br,840.9166666666666,860.0833333333334,867.5,878.5833333333334,891.0,900.8333333333334
738,"Kansas City, KS",City,KS,3br,1149.75,1175.5,1185.8333333333333,1200.9166666666667,1217.9166666666667,1231.1666666666667
739,"Kansas City, KS",City,KS,4br,1301.0833333333333,1330.5,1341.8333333333333,1359.0,1378.25,1393.6666666666667
740,"Torrance, CA",City,CA,Studio,1127.75,,,1331.0,1349.4166666666667,1358.3333333333333
741,"Torrance, CA",City,CA,1br,1341.9166666666667,,,1584.0833333333333,1605.9166666666667,1616.6666666666667
742,"Torrance, CA",City,CA,2br,1724.6666666666667,,,2035.5833333333333,2063.5833333333335,2077.8333333333335
743,"Torrance, CA",City,CA,3br,2343.6666666666665,,,2766.5,2804.6666666666665,2823.6666666666665
744,"Torrance, CA",City,CA,4br,2584.4166666666665,,,3050.4166666666665,3092.5833333333335,3113.3333333333335
745,"Syracuse, NY",City,NY,Studio,566.6666666666666,,576.4166666666666,581.4166666666666,590.5833333333334,593.3333333333334
746,"Syracuse, NY",City,NY,1br,633.0,,644.1666666666666,649.5833333333334,660.1666666666666,663.5
747,"Syracuse, NY",City,NY,2br,799.75,,813.6666666666666,820.5833333333334,833.5833333333334,838.1666666666666
748,"Syracuse, NY",City,NY,3br,1047.8333333333333,,1066.1666666666667,1075.25,1092.4166666666667,1098.1666666666667
749,"Syracuse, NY",City,NY,4br,1145.0833333333333,,1165.1666666666667,1174.9166666666667,1193.5833333333333,1199.6666666666667
750,"Hayward, CA",City,CA,Studio,1446.25,1619.9166666666667,1669.6666666666667,1713.3333333333333,1756.25,1778.6666666666667
751,"Hayward, CA",City,CA,1br,1777.5,1990.9166666666667,2051.9166666666665,2105.6666666666665,2158.0833333333335,2186.0
752,"Hayward, CA",City,CA,2br,2232.8333333333335,2501.0833333333335,2577.6666666666665,2645.3333333333335,2711.1666666666665,2746.3333333333335
753,"Hayward, CA",City,CA,3br,3004.1666666666665,3365.1666666666665,3468.0,3559.25,3647.6666666666665,3694.6666666666665
754,"Hayward, CA",City,CA,4br,3572.25,4001.5833333333335,4124.083333333333,4232.333333333333,4337.5,4393.833333333333
755,"Fort Collins, CO",City,CO,Studio,735.5,799.4166666666666,807.1666666666666,812.0833333333334,828.5833333333334,841.3333333333334
756,"Fort Collins, CO",City,CO,1br,836.9166666666666,909.5,918.4166666666666,924.1666666666666,942.9166666666666,957.5
757,"Fort Collins, CO",City,CO,2br,1023.75,1112.5833333333333,1123.3333333333333,1130.5,1153.4166666666667,1171.3333333333333
758,"Fort Collins, CO",City,CO,3br,1490.5,1619.8333333333333,1635.5,1645.75,1679.0833333333333,1705.0
759,"Fort Collins, CO",City,CO,4br,1804.1666666666667,1960.8333333333333,1979.4166666666667,1992.1666666666667,2032.5833333333333,2063.6666666666665
760,"Escondido, CA",City,CA,Studio,1021.4166666666666,1111.1666666666667,1204.8333333333333,1259.6666666666667,1284.9166666666667,1292.8333333333333
761,"Escondido, CA",City,CA,1br,1131.0833333333333,1230.3333333333333,1333.9166666666667,1394.75,1422.8333333333333,1431.6666666666667
762,"Escondido, CA",City,CA,2br,1467.25,1596.1666666666667,1730.6666666666667,1809.5,1845.8333333333333,1857.1666666666667
763,"Escondido, CA",City,CA,3br,2112.75,2298.4166666666665,2492.0,2605.4166666666665,2658.0,2674.6666666666665
764,"Escondido, CA",City,CA,4br,2585.5,2812.6666666666665,3049.75,3188.5,3252.8333333333335,3273.3333333333335
765,"Naperville, IL",City,IL,Studio,1095.3333333333333,1190.6666666666667,,1262.3333333333333,1276.5,1282.8333333333333
766,"Naperville, IL",City,IL,1br,1271.0,1381.75,,1465.0,1481.25,1488.6666666666667
767,"Naperville, IL",City,IL,2br,1495.3333333333333,1625.5,,1723.5,1742.5833333333333,1751.3333333333333
768,"Naperville, IL",City,IL,3br,1912.25,2079.0,,2204.0833333333335,2228.5833333333335,2239.6666666666665
769,"Naperville, IL",City,IL,4br,2275.5833333333335,2473.9166666666665,,2622.8333333333335,2652.0,2665.1666666666665
770,"Dayton, OH",City,OH,Studio,539.75,550.6666666666666,554.5833333333334,577.5833333333334,582.9166666666666,585.6666666666666
771,"Dayton, OH",City,OH,1br,602.5,614.6666666666666,619.0,644.5833333333334,650.5833333333334,653.5
772,"Dayton, OH",City,OH,2br,786.9166666666666,802.6666666666666,808.5833333333334,842.0,849.6666666666666,853.6666666666666
773,"Dayton, OH",City,OH,3br,1058.5833333333333,1079.9166666666667,1087.75,1132.6666666666667,1143.0833333333333,1148.6666666666667
774,"Dayton, OH",City,OH,4br,1248.5833333333333,1273.75,1283.0833333333333,1336.0833333333333,1348.3333333333333,1354.5
775,"Hollywood, FL",City,FL,Studio,885.8333333333334,899.3333333333334,888.4166666666666,889.0833333333334,899.0,904.1666666666666
776,"Hollywood, FL",City,FL,1br,1095.5833333333333,1112.1666666666667,1098.5833333333333,1099.5833333333333,1111.6666666666667,1118.0
777,"Hollywood, FL",City,FL,2br,1389.25,1410.3333333333333,1393.0833333333333,1394.25,1409.5833333333333,1417.5
778,"Hollywood, FL",City,FL,3br,1912.5833333333333,1941.4166666666667,1917.9166666666667,1919.5,1940.4166666666667,1951.6666666666667
779,"Hollywood, FL",City,FL,4br,2303.25,2338.0833333333335,2309.6666666666665,2311.4166666666665,2336.8333333333335,2350.1666666666665
780,"Sunnyvale, CA",City,CA,Studio,1573.0833333333333,1759.6666666666667,1815.5,1871.0,1955.1666666666667,1984.6666666666667
781,"Sunnyvale, CA",City,CA,1br,1849.0,2068.75,2134.0,2199.1666666666665,2298.0833333333335,2332.8333333333335
782,"Sunnyvale, CA",City,CA,2br,2317.6666666666665,2592.75,2674.75,2756.4166666666665,2880.3333333333335,2924.1666666666665
783,"Sunnyvale, CA",City,CA,3br,3216.9166666666665,3598.9166666666665,3712.75,3826.1666666666665,3998.1666666666665,4059.0
784,"Sunnyvale, CA",City,CA,4br,3708.3333333333335,4148.5,4279.75,4410.333333333333,4608.833333333333,4679.0
785,"Alexandria, VA",City,VA,Studio,1419.25,1430.1666666666667,1471.8333333333333,1483.4166666666667,1496.5833333333333,1531.0
786,"Alexandria, VA",City,VA,1br,1490.6666666666667,1502.0833333333333,1545.8333333333333,1558.0833333333333,1571.9166666666667,1608.0
787,"Alexandria, VA",City,VA,2br,1721.8333333333333,1735.0,1785.75,1799.8333333333333,1815.5833333333333,1857.6666666666667
788,"Alexandria, VA",City,VA,3br,2271.0,2288.4166666666665,2355.1666666666665,2373.5833333333335,2394.6666666666665,2450.1666666666665
789,"Alexandria, VA",City,VA,4br,2816.25,2837.9166666666665,2920.6666666666665,2943.5833333333335,2969.5833333333335,3038.3333333333335
790,"Metairie, LA",City,LA,Studio,645.5833333333334,,,,669.0833333333334,673.8333333333334
791,"Metairie, LA",City,LA,1br,753.0,,,,780.8333333333334,786.1666666666666
792,"Metairie, LA",City,LA,2br,912.3333333333334,,,,945.8333333333334,952.3333333333334
793,"Metairie, LA",City,LA,3br,1169.5,,,,1212.3333333333333,1221.0
794,"Metairie, LA",City,LA,4br,1372.6666666666667,,,,1423.0833333333333,1433.0
795,"Hampton, VA",City,VA,Studio,826.75,830.5,836.8333333333334,849.8333333333334,861.6666666666666,863.5
796,"Hampton, VA",City,VA,1br,831.25,835.0,841.3333333333334,854.1666666666666,866.1666666666666,868.3333333333334
797,"Hampton, VA",City,VA,2br,1000.3333333333334,1004.75,1012.5833333333334,1028.1666666666667,1042.4166666666667,1045.0
798,"Hampton, VA",City,VA,3br,1396.1666666666667,1402.4166666666667,1413.25,1434.9166666666667,1455.0,1458.5
799,"Hampton, VA",City,VA,4br,1741.9166666666667,1749.75,1763.4166666666667,1790.3333333333333,1815.5,1819.8333333333333
800,"Pasadena, CA",City,CA,Studio,1190.5833333333333,1241.9166666666667,1322.75,1340.9166666666667,1357.5,1365.8333333333333
801,"Pasadena, CA",City,CA,1br,1417.0,1478.0833333333333,1574.25,1595.8333333333333,1616.0,1625.8333333333333
802,"Pasadena, CA",City,CA,2br,1820.75,1899.25,2023.0,2050.6666666666665,2076.5,2089.3333333333335
803,"Pasadena, CA",City,CA,3br,2474.5,2581.1666666666665,2749.3333333333335,2786.9166666666665,2822.1666666666665,2839.3333333333335
804,"Pasadena, CA",City,CA,4br,2728.5833333333335,2846.0,3031.5,3072.8333333333335,3111.75,3130.8333333333335
805,"Orange, CA",City,CA,Studio,1238.9166666666667,,1378.3333333333333,1460.8333333333333,1491.25,1503.6666666666667
806,"Orange, CA",City,CA,1br,1474.4166666666667,,1640.4166666666667,1738.5,1774.9166666666667,1789.5
807,"Orange, CA",City,CA,2br,1894.75,,2108.0,2234.0833333333335,2280.6666666666665,2299.6666666666665
808,"Orange, CA",City,CA,3br,2575.0,,2865.0,3036.4166666666665,3099.5833333333335,3125.3333333333335
809,"Orange, CA",City,CA,4br,2839.1666666666665,,3158.9166666666665,3347.8333333333335,3417.6666666666665,3446.5
810,"Savannah, GA",City,GA,Studio,708.0,726.0833333333334,735.9166666666666,763.0,786.0833333333334,793.6666666666666
811,"Savannah, GA",City,GA,1br,803.5833333333334,824.1666666666666,835.5,866.0,892.5,901.0
812,"Savannah, GA",City,GA,2br,927.4166666666666,951.0833333333334,964.3333333333334,999.6666666666666,1029.8333333333333,1039.6666666666667
813,"Savannah, GA",City,GA,3br,1265.0833333333333,1297.4166666666667,1315.0833333333333,1363.4166666666667,1404.5,1418.0
814,"Savannah, GA",City,GA,4br,1477.8333333333333,1515.5833333333333,1536.3333333333333,1592.6666666666667,1641.0,1656.6666666666667
815,"Cary, NC",City,NC,Studio,760.0833333333334,800.6666666666666,822.0,852.5,865.5833333333334,889.5
816,"Cary, NC",City,NC,1br,934.0833333333334,984.1666666666666,1010.25,1048.0833333333333,1064.0833333333333,1093.3333333333333
817,"Cary, NC",City,NC,2br,1081.0833333333333,1138.9166666666667,1168.8333333333333,1212.5833333333333,1231.3333333333333,1265.1666666666667
818,"Cary, NC",City,NC,3br,1416.0833333333333,1491.9166666666667,1531.3333333333333,1588.6666666666667,1613.0833333333333,1657.1666666666667
819,"Cary, NC",City,NC,4br,1720.3333333333333,1812.25,1860.1666666666667,1929.8333333333333,1959.4166666666667,2013.1666666666667
820,"Fullerton, CA",City,CA,Studio,1108.6666666666667,1158.0,1221.1666666666667,1262.6666666666667,1295.6666666666667,1308.1666666666667
821,"Fullerton, CA",City,CA,1br,1319.5,1378.3333333333333,1453.4166666666667,1502.5,1541.9166666666667,1557.3333333333333
822,"Fullerton, CA",City,CA,2br,1695.4166666666667,1770.9166666666667,1867.8333333333333,1930.6666666666667,1980.9166666666667,2000.8333333333333
823,"Fullerton, CA",City,CA,3br,2304.1666666666665,2407.0,2538.3333333333335,2624.0833333333335,2692.5,2719.3333333333335
824,"Fullerton, CA",City,CA,4br,2540.5833333333335,2653.9166666666665,2798.9166666666665,2893.25,2968.9166666666665,2998.5
825,"Clarksville, TN",City,TN,Studio,498.25,494.9166666666667,480.4166666666667,485.9166666666667,494.9166666666667,499.5
826,"Clarksville, TN",City,TN,1br,601.5833333333334,597.75,580.1666666666666,586.9166666666666,597.6666666666666,603.3333333333334
827,"Clarksville, TN",City,TN,2br,771.5833333333334,766.75,744.1666666666666,752.8333333333334,766.8333333333334,773.8333333333334
828,"Clarksville, TN",City,TN,3br,1056.9166666666667,1050.1666666666667,1019.1666666666666,1031.1666666666667,1050.0833333333333,1059.6666666666667
829,"Clarksville, TN",City,TN,4br,1182.4166666666667,1174.9166666666667,1140.4166666666667,1153.6666666666667,1174.75,1185.5
830,"McKinney, TX",City,TX,Studio,855.4166666666666,908.1666666666666,929.0833333333334,952.1666666666666,942.6666666666666,952.3333333333334
831,"McKinney, TX",City,TX,1br,1019.6666666666666,1082.3333333333333,1107.0,1134.8333333333333,1123.4166666666667,1134.8333333333333
832,"McKinney, TX",City,TX,2br,1267.0,1344.9166666666667,1375.5833333333333,1410.1666666666667,1395.9166666666667,1410.0
833,"McKinney, TX",City,TX,3br,1717.6666666666667,1823.3333333333333,1865.0833333333333,1911.8333333333333,1892.5833333333333,1911.6666666666667
834,"McKinney, TX",City,TX,4br,2187.9166666666665,2322.5,2375.5,2435.1666666666665,2410.5833333333335,2435.3333333333335
835,"New Haven, CT",City,CT,Studio,931.0833333333334,916.25,909.0833333333334,943.25,951.4166666666666,957.3333333333334
836,"New Haven, CT",City,CT,1br,1062.75,1045.75,1037.4166666666667,1076.8333333333333,1086.0833333333333,1093.0
837,"New Haven, CT",City,CT,2br,1297.3333333333333,1276.5,1266.5,1314.4166666666667,1325.4166666666667,1334.0
838,"New Haven, CT",City,CT,3br,1656.4166666666667,1630.0833333333333,1617.0,1678.1666666666667,1692.5,1703.3333333333333
839,"New Haven, CT",City,CT,4br,1933.25,1902.25,1887.5833333333333,1958.6666666666667,1975.4166666666667,1988.1666666666667
840,"Sterling Heights, MI",City,MI,Studio,603.75,632.3333333333334,650.5,667.4166666666666,679.5,682.5
841,"Sterling Heights, MI",City,MI,1br,729.5833333333334,764.25,786.4166666666666,806.8333333333334,821.0,824.8333333333334
842,"Sterling Heights, MI",City,MI,2br,949.5,994.5833333333334,1023.25,1050.0,1068.4166666666667,1073.6666666666667
843,"Sterling Heights, MI",City,MI,3br,1261.0833333333333,1321.0,1359.0,1394.5833333333333,1419.25,1425.8333333333333
844,"Sterling Heights, MI",City,MI,4br,1367.9166666666667,1432.8333333333333,1474.25,1512.6666666666667,1539.3333333333333,1546.8333333333333
845,"Columbia, SC",City,SC,Studio,612.25,624.1666666666666,630.5,651.5,659.4166666666666,668.6666666666666
846,"Columbia, SC",City,SC,1br,773.0833333333334,788.1666666666666,796.0,822.5,832.25,844.3333333333334
847,"Columbia, SC",City,SC,2br,892.75,910.1666666666666,919.4166666666666,950.1666666666666,961.5,975.1666666666666
848,"Columbia, SC",City,SC,3br,1180.6666666666667,1203.6666666666667,1215.75,1256.25,1271.25,1289.6666666666667
849,"Columbia, SC",City,SC,4br,1471.1666666666667,1499.8333333333333,1514.8333333333333,1565.5,1584.0,1607.0
850,"Killeen, TX",City,TX,Studio,581.6666666666666,572.1666666666666,552.1666666666666,555.5,559.75,563.6666666666666
851,"Killeen, TX",City,TX,1br,586.1666666666666,576.6666666666666,556.5,559.9166666666666,564.25,567.6666666666666
852,"Killeen, TX",City,TX,2br,776.75,764.0833333333334,737.25,742.0833333333334,747.5,752.5
853,"Killeen, TX",City,TX,3br,1100.75,1083.0,1045.1666666666667,1051.5,1059.4166666666667,1066.3333333333333
854,"Killeen, TX",City,TX,4br,1367.6666666666667,1345.4166666666667,1298.3333333333333,1306.5,1316.25,1325.0
855,"Topeka, KS",City,KS,Studio,473.75,477.3333333333333,488.75,490.4166666666667,488.0,493.8333333333333
856,"Topeka, KS",City,KS,1br,566.3333333333334,570.9166666666666,584.3333333333334,586.3333333333334,583.5833333333334,590.5
857,"Topeka, KS",City,KS,2br,747.0833333333334,753.0,771.0833333333334,773.5,769.6666666666666,778.8333333333334
858,"Topeka, KS",City,KS,3br,1010.4166666666666,1018.5,1042.6666666666667,1046.1666666666667,1041.0,1053.1666666666667
859,"Topeka, KS",City,KS,4br,1222.6666666666667,1232.5,1261.6666666666667,1265.9166666666667,1259.5,1274.8333333333333
860,"Thousand Oaks, CA",City,CA,Studio,1378.8333333333333,1501.0833333333333,1571.4166666666667,1658.75,1698.6666666666667,1755.3333333333333
861,"Thousand Oaks, CA",City,CA,1br,1636.3333333333333,1781.5,1865.1666666666667,1968.75,2016.25,2083.3333333333335
862,"Thousand Oaks, CA",City,CA,2br,2159.5,2351.3333333333335,2461.5833333333335,2598.1666666666665,2661.0833333333335,2749.8333333333335
863,"Thousand Oaks, CA",City,CA,3br,3047.0833333333335,3317.5833333333335,3473.1666666666665,3666.0833333333335,3754.4166666666665,3880.0
864,"Thousand Oaks, CA",City,CA,4br,3585.75,3903.9166666666665,4087.25,4314.166666666667,4418.166666666667,4566.0
865,"Cedar Rapids, IA",City,IA,Studio,530.4166666666666,542.3333333333334,559.75,559.6666666666666,571.0833333333334,573.6666666666666
866,"Cedar Rapids, IA",City,IA,1br,623.1666666666666,637.0833333333334,657.75,657.4166666666666,670.75,673.6666666666666
867,"Cedar Rapids, IA",City,IA,2br,823.25,841.5,869.0,868.4166666666666,886.0833333333334,890.0
868,"Cedar Rapids, IA",City,IA,3br,1166.1666666666667,1192.4166666666667,1230.8333333333333,1230.1666666666667,1255.3333333333333,1260.8333333333333
869,"Cedar Rapids, IA",City,IA,4br,1295.25,1324.25,1367.0833333333333,1366.5,1394.0833333333333,1400.1666666666667
870,"Olathe, KS",City,KS,Studio,607.5833333333334,658.6666666666666,704.8333333333334,724.0833333333334,733.3333333333334,740.8333333333334
871,"Olathe, KS",City,KS,1br,769.0833333333334,833.6666666666666,892.25,916.6666666666666,928.4166666666666,938.0
872,"Olathe, KS",City,KS,2br,942.6666666666666,1022.0,1093.8333333333333,1123.6666666666667,1137.9166666666667,1149.5
873,"Olathe, KS",City,KS,3br,1288.75,1397.1666666666667,1495.1666666666667,1535.9166666666667,1555.3333333333333,1571.3333333333333
874,"Olathe, KS",City,KS,4br,1458.4166666666667,1581.0,1691.8333333333333,1738.25,1760.25,1778.1666666666667
875,"Elizabeth, NJ",City,NJ,Studio,982.9166666666666,,1056.6666666666667,1064.8333333333333,1061.25,1061.1666666666667
876,"Elizabeth, NJ",City,NJ,1br,1091.4166666666667,,1173.3333333333333,1182.5833333333333,1178.5833333333333,1178.5
877,"Elizabeth, NJ",City,NJ,2br,1300.1666666666667,,1397.9166666666667,1408.6666666666667,1403.9166666666667,1403.8333333333333
878,"Elizabeth, NJ",City,NJ,3br,1676.3333333333333,,1802.5833333333333,1816.4166666666667,1810.25,1810.1666666666667
879,"Elizabeth, NJ",City,NJ,4br,1867.25,,2007.5833333333333,2023.1666666666667,2016.1666666666667,2015.8333333333333
880,"Waco, TX",City,TX,Studio,500.1666666666667,496.9166666666667,497.5833333333333,520.5,527.1666666666666,529.5
881,"Waco, TX",City,TX,1br,590.3333333333334,586.3333333333334,587.0833333333334,614.1666666666666,622.0833333333334,624.6666666666666
882,"Waco, TX",City,TX,2br,776.25,771.25,772.0833333333334,808.0,818.0833333333334,821.6666666666666
883,"Waco, TX",City,TX,3br,1055.3333333333333,1048.5,1049.5,1098.25,1112.25,1116.6666666666667
884,"Waco, TX",City,TX,4br,1286.5,1278.0833333333333,1279.5,1338.9166666666667,1355.75,1361.5
885,"Hartford, CT",City,CT,Studio,686.25,688.0833333333334,661.4166666666666,661.3333333333334,667.4166666666666,670.5
886,"Hartford, CT",City,CT,1br,849.25,851.75,818.75,818.5,826.0833333333334,830.0
887,"Hartford, CT",City,CT,2br,1063.3333333333333,1066.25,1024.9166666666667,1024.6666666666667,1034.1666666666667,1039.0
888,"Hartford, CT",City,CT,3br,1340.4166666666667,1344.0833333333333,1292.0,1291.6666666666667,1303.75,1309.5
889,"Hartford, CT",City,CT,4br,1502.1666666666667,1506.25,1448.0833333333333,1447.75,1461.1666666666667,1467.8333333333333
890,"Visalia, CA",City,CA,Studio,740.4166666666666,,740.25,768.75,776.4166666666666,781.0
891,"Visalia, CA",City,CA,1br,745.75,,745.6666666666666,774.3333333333334,781.9166666666666,786.5
892,"Visalia, CA",City,CA,2br,974.5,,974.1666666666666,1011.75,1021.75,1027.6666666666667
893,"Visalia, CA",City,CA,3br,1412.25,,1411.5,1465.9166666666667,1480.5833333333333,1489.3333333333333
894,"Visalia, CA",City,CA,4br,1620.9166666666667,,1620.3333333333333,1682.75,1699.75,1709.6666666666667
895,"Gainesville, FL",City,FL,Studio,627.9166666666666,633.6666666666666,642.5,666.75,677.9166666666666,687.0
896,"Gainesville, FL",City,FL,1br,720.5,727.1666666666666,737.5833333333334,765.1666666666666,778.0833333333334,788.8333333333334
897,"Gainesville, FL",City,FL,2br,883.3333333333334,891.1666666666666,904.0,937.9166666666666,953.5,967.0
898,"Gainesville, FL",City,FL,3br,1183.9166666666667,1194.75,1211.6666666666667,1257.1666666666667,1278.1666666666667,1295.8333333333333
899,"Gainesville, FL",City,FL,4br,1346.75,1358.8333333333333,1378.0833333333333,1430.0,1453.5833333333333,1474.0
900,"Simi Valley, CA",City,CA,Studio,1255.3333333333333,1415.5,1562.4166666666667,1593.4166666666667,1655.1666666666667,1671.8333333333333
901,"Simi Valley, CA",City,CA,1br,1489.75,1679.6666666666667,1854.0833333333333,1890.8333333333333,1964.3333333333333,1984.1666666666667
902,"Simi Valley, CA",City,CA,2br,1968.0833333333333,2219.1666666666665,2449.5,2498.1666666666665,2595.0,2621.3333333333335
903,"Simi Valley, CA",City,CA,3br,2780.75,3135.3333333333335,3460.9166666666665,3529.5833333333335,3666.3333333333335,3703.5
904,"Simi Valley, CA",City,CA,4br,3279.4166666666665,3697.6666666666665,4081.5,4162.5,4323.666666666667,4367.5
905,"Stamford, CT",City,CT,Studio,1190.6666666666667,1218.0,1242.0833333333333,1220.0,1227.75,1238.6666666666667
906,"Stamford, CT",City,CT,1br,1456.25,1489.5833333333333,1519.0833333333333,1492.1666666666667,1501.4166666666667,1515.0
907,"Stamford, CT",City,CT,2br,1838.4166666666667,1880.6666666666667,1917.6666666666667,1884.0,1895.5833333333333,1912.3333333333333
908,"Stamford, CT",City,CT,3br,2324.5,2377.9166666666665,2424.8333333333335,2382.0833333333335,2396.8333333333335,2418.1666666666665
909,"Stamford, CT",City,CT,4br,2785.6666666666665,2849.6666666666665,2905.8333333333335,2854.5,2872.25,2897.5
910,"Bellevue, WA",City,WA,Studio,1333.0,1451.9166666666667,1548.6666666666667,1602.4166666666667,1626.6666666666667,1653.3333333333333
911,"Bellevue, WA",City,WA,1br,1525.9166666666667,1662.3333333333333,1772.9166666666667,1834.25,1862.4166666666667,1892.8333333333333
912,"Bellevue, WA",City,WA,2br,1900.25,2070.1666666666665,2207.8333333333335,2284.5833333333335,2319.25,2357.3333333333335
913,"Bellevue, WA",City,WA,3br,2758.25,3004.75,3204.6666666666665,3315.8333333333335,3366.3333333333335,3421.6666666666665
914,"Bellevue, WA",City,WA,4br,3280.5,3573.9166666666665,3811.6666666666665,3943.75,4003.8333333333335,4069.5
915,"Lafayette, LA",City,LA,Studio,586.9166666666666,590.0,579.5,576.0,569.8333333333334,568.3333333333334
916,"Lafayette, LA",City,LA,1br,702.8333333333334,706.4166666666666,693.6666666666666,689.5,682.0833333333334,680.6666666666666
917,"Lafayette, LA",City,LA,2br,838.5,842.8333333333334,827.5833333333334,822.5833333333334,813.75,811.6666666666666
918,"Lafayette, LA",City,LA,3br,1110.25,1116.4166666666667,1096.25,1089.6666666666667,1077.9166666666667,1075.1666666666667
919,"Lafayette, LA",City,LA,4br,1238.75,1245.3333333333333,1222.8333333333333,1215.5833333333333,1202.3333333333333,1199.1666666666667
920,"Carrollton, TX",City,TX,Studio,758.9166666666666,786.3333333333334,840.0,891.4166666666666,920.0833333333334,928.1666666666666
921,"Carrollton, TX",City,TX,1br,904.75,937.0,1001.1666666666666,1062.1666666666667,1096.5833333333333,1106.3333333333333
922,"Carrollton, TX",City,TX,2br,1124.25,1164.5833333333333,1244.0,1319.8333333333333,1362.4166666666667,1374.5
923,"Carrollton, TX",City,TX,3br,1524.0833333333333,1578.8333333333333,1686.6666666666667,1789.4166666666667,1847.4166666666667,1863.6666666666667
924,"Carrollton, TX",City,TX,4br,1941.3333333333333,2011.1666666666667,2148.3333333333335,2279.5833333333335,2352.9166666666665,2373.6666666666665
925,"Thornton, CO",City,CO,Studio,953.4166666666666,1056.3333333333333,1124.5833333333333,1159.6666666666667,1187.8333333333333,1230.0
926,"Thornton, CO",City,CO,1br,1164.75,1290.4166666666667,1373.75,1416.6666666666667,1450.9166666666667,1502.0
927,"Thornton, CO",City,CO,2br,1474.0833333333333,1633.3333333333333,1738.9166666666667,1793.1666666666667,1836.6666666666667,1901.6666666666667
928,"Thornton, CO",City,CO,3br,2141.8333333333335,2372.9166666666665,2526.5,2605.4166666666665,2668.4166666666665,2762.5
929,"Thornton, CO",City,CO,4br,2480.6666666666665,2748.5,2926.3333333333335,3017.4166666666665,3090.5833333333335,3200.0
930,"Allentown, PA",City,PA,Studio,666.3333333333334,676.8333333333334,,709.1666666666666,727.0833333333334,732.3333333333334
931,"Allentown, PA",City,PA,1br,817.0833333333334,829.8333333333334,,869.25,891.25,897.8333333333334
932,"Allentown, PA",City,PA,2br,1032.4166666666667,1048.5,,1098.5833333333333,1126.3333333333333,1134.5
933,"Allentown, PA",City,PA,3br,1320.25,1340.8333333333333,,1404.5,1440.0,1450.5
934,"Allentown, PA",City,PA,4br,1441.4166666666667,1463.9166666666667,,1533.6666666666667,1572.3333333333333,1583.8333333333333
935,"Evansville, IN",City,IN,Studio,596.8333333333334,610.9166666666666,,614.0,618.8333333333334,622.8333333333334
936,"Evansville, IN",City,IN,1br,638.25,653.0,,656.4166666666666,661.5833333333334,666.1666666666666
937,"Evansville, IN",City,IN,2br,830.25,849.5833333333334,,854.0833333333334,861.0,866.5
938,"Evansville, IN",City,IN,3br,1039.0,1063.4166666666667,,1068.6666666666667,1077.3333333333333,1084.5
939,"Evansville, IN",City,IN,4br,1144.3333333333333,1171.0833333333333,,1177.1666666666667,1186.5833333333333,1194.3333333333333
